id,tag,ticket_aereo_id,vuelo_id,estado
9123,BAG00009123,8278,59,EN_TRANSITO
9124,BAG00009124,8279,59,REGISTRADO
9125,BAG00009125,8280,59,CARGADO
9126,BAG00009126,8281,59,CARGADO
9127,BAG00009127,8281,59,CARGADO
9128,BAG00009128,8282,59,ENTREGADO
9129,BAG00009129,8283,59,CARGADO
9130,BAG00009130,8284,59,CARGADO
9131,BAG00009131,8285,59,EN_TRANSITO
9132,BAG00009132,8285,59,PERDIDO
9133,BAG00009133,8288,59,EN_TRANSITO
9134,BAG00009134,8289,59,EN_TRANSITO
9135,BAG00009135,8291,59,PERDIDO
9136,BAG00009136,8292,59,PERDIDO
9137,BAG00009137,8293,59,CARGADO
9138,BAG00009138,8295,59,CARGADO
9139,BAG00009139,8296,59,EN_TRANSITO
9140,BAG00009140,8297,59,ENTREGADO
9141,BAG00009141,8298,59,CARGADO
9142,BAG00009142,8299,59,CARGADO
9143,BAG00009143,8299,59,CARGADO
9144,BAG00009144,8300,59,CARGADO
9145,BAG00009145,8300,59,ENTREGADO
9146,BAG00009146,8301,59,ENTREGADO
9147,BAG00009147,8301,59,PERDIDO
9148,BAG00009148,8302,59,EN_TRANSITO
9149,BAG00009149,8304,59,CARGADO
9150,BAG00009150,8304,59,EN_TRANSITO
9151,BAG00009151,8305,59,CARGADO
9152,BAG00009152,8306,59,PERDIDO
9153,BAG00009153,8307,59,ENTREGADO
9154,BAG00009154,8307,59,ENTREGADO
9155,BAG00009155,8309,59,CARGADO
9156,BAG00009156,8310,59,EN_TRANSITO
9157,BAG00009157,8310,59,EN_TRANSITO
9158,BAG00009158,8311,59,EN_TRANSITO
9159,BAG00009159,8311,59,ENTREGADO
9160,BAG00009160,8312,59,CARGADO
9161,BAG00009161,8313,59,ENTREGADO
9162,BAG00009162,8314,59,ENTREGADO
9163,BAG00009163,8315,59,CARGADO
9164,BAG00009164,8315,59,PERDIDO
9165,BAG00009165,8317,59,CARGADO
9166,BAG00009166,8318,59,ENTREGADO
9167,BAG00009167,8318,59,CARGADO
9168,BAG00009168,8319,59,ENTREGADO
9169,BAG00009169,8319,59,CARGADO
9170,BAG00009170,8320,59,ENTREGADO
9171,BAG00009171,8321,59,REGISTRADO
9172,BAG00009172,8321,59,CARGADO
9173,BAG00009173,8322,59,REGISTRADO
9174,BAG00009174,8323,59,ENTREGADO
9175,BAG00009175,8323,59,EN_TRANSITO
9176,BAG00009176,8324,59,ENTREGADO
9177,BAG00009177,8324,59,CARGADO
9178,BAG00009178,8325,59,CARGADO
9179,BAG00009179,8325,59,CARGADO
9180,BAG00009180,8326,59,CARGADO
9181,BAG00009181,8326,59,ENTREGADO
9182,BAG00009182,8328,59,CARGADO
9183,BAG00009183,8329,59,ENTREGADO
9184,BAG00009184,8329,59,ENTREGADO
9185,BAG00009185,8330,59,EN_TRANSITO
9186,BAG00009186,8330,59,ENTREGADO
9187,BAG00009187,8331,59,ENTREGADO
9188,BAG00009188,8332,59,ENTREGADO
9189,BAG00009189,8334,59,CARGADO
9190,BAG00009190,8335,59,CARGADO
9191,BAG00009191,8336,59,REGISTRADO
9192,BAG00009192,8337,59,EN_TRANSITO
9193,BAG00009193,8339,59,PERDIDO
9194,BAG00009194,8340,59,ENTREGADO
9195,BAG00009195,8341,59,EN_TRANSITO
9196,BAG00009196,8342,59,ENTREGADO
9197,BAG00009197,8342,59,CARGADO
9198,BAG00009198,8343,59,EN_TRANSITO
9199,BAG00009199,8343,59,CARGADO
9200,BAG00009200,8344,59,CARGADO
9201,BAG00009201,8344,59,REGISTRADO
9202,BAG00009202,8345,59,CARGADO
9203,BAG00009203,8347,59,CARGADO
9204,BAG00009204,8347,59,CARGADO
9205,BAG00009205,8349,59,ENTREGADO
9206,BAG00009206,8349,59,ENTREGADO
9207,BAG00009207,8351,59,CARGADO
9208,BAG00009208,8353,59,ENTREGADO
9209,BAG00009209,8354,59,ENTREGADO
9210,BAG00009210,8355,59,EN_TRANSITO
9211,BAG00009211,8356,59,ENTREGADO
9212,BAG00009212,8357,59,ENTREGADO
9213,BAG00009213,8358,59,ENTREGADO
9214,BAG00009214,8358,59,REGISTRADO
9215,BAG00009215,8359,59,ENTREGADO
9216,BAG00009216,8360,59,REGISTRADO
9217,BAG00009217,8361,59,CARGADO
9218,BAG00009218,8362,59,ENTREGADO
9219,BAG00009219,8363,59,REGISTRADO
9220,BAG00009220,8363,59,ENTREGADO
9221,BAG00009221,8365,59,CARGADO
9222,BAG00009222,8365,59,CARGADO
9223,BAG00009223,8366,59,ENTREGADO
9224,BAG00009224,8368,59,CARGADO
9225,BAG00009225,8369,59,CARGADO
9226,BAG00009226,8370,59,REGISTRADO
9227,BAG00009227,8370,59,REGISTRADO
9228,BAG00009228,8371,59,CARGADO
9229,BAG00009229,8372,59,ENTREGADO
9230,BAG00009230,8373,59,REGISTRADO
9231,BAG00009231,8374,59,CARGADO
9232,BAG00009232,8375,59,PERDIDO
9233,BAG00009233,8375,59,CARGADO
9234,BAG00009234,8376,59,REGISTRADO
9235,BAG00009235,8376,59,REGISTRADO
9236,BAG00009236,8377,59,ENTREGADO
9237,BAG00009237,8377,59,PERDIDO
9238,BAG00009238,8378,59,CARGADO
9239,BAG00009239,8379,59,ENTREGADO
9240,BAG00009240,8379,59,EN_TRANSITO
9241,BAG00009241,8380,59,CARGADO
9242,BAG00009242,8381,59,CARGADO
9243,BAG00009243,8381,59,ENTREGADO
9244,BAG00009244,8382,59,ENTREGADO
9245,BAG00009245,8383,59,ENTREGADO
9246,BAG00009246,8384,59,ENTREGADO
9247,BAG00009247,8385,59,ENTREGADO
9248,BAG00009248,8387,59,REGISTRADO
9249,BAG00009249,8387,59,EN_TRANSITO
9250,BAG00009250,8388,59,ENTREGADO
9251,BAG00009251,8389,59,EN_TRANSITO
9252,BAG00009252,8390,59,ENTREGADO
9253,BAG00009253,8391,59,REGISTRADO
9254,BAG00009254,8393,59,REGISTRADO
9255,BAG00009255,8394,59,CARGADO
9256,BAG00009256,8395,59,ENTREGADO
9257,BAG00009257,8395,59,REGISTRADO
9258,BAG00009258,8396,59,ENTREGADO
9259,BAG00009259,8397,59,ENTREGADO
9260,BAG00009260,8399,59,EN_TRANSITO
9261,BAG00009261,8400,59,EN_TRANSITO
9262,BAG00009262,8401,60,ENTREGADO
9263,BAG00009263,8403,60,CARGADO
9264,BAG00009264,8404,60,REGISTRADO
9265,BAG00009265,8405,60,REGISTRADO
9266,BAG00009266,8406,60,EN_TRANSITO
9267,BAG00009267,8407,60,CARGADO
9268,BAG00009268,8408,60,REGISTRADO
9269,BAG00009269,8409,60,PERDIDO
9270,BAG00009270,8410,60,REGISTRADO
9271,BAG00009271,8411,60,EN_TRANSITO
9272,BAG00009272,8412,60,CARGADO
9273,BAG00009273,8412,60,ENTREGADO
9274,BAG00009274,8413,60,CARGADO
9275,BAG00009275,8414,60,REGISTRADO
9276,BAG00009276,8415,60,EN_TRANSITO
9277,BAG00009277,8416,60,ENTREGADO
9278,BAG00009278,8416,60,CARGADO
9279,BAG00009279,8417,60,ENTREGADO
9280,BAG00009280,8417,60,CARGADO
9281,BAG00009281,8418,60,ENTREGADO
9282,BAG00009282,8419,60,REGISTRADO
9283,BAG00009283,8420,60,EN_TRANSITO
9284,BAG00009284,8420,60,REGISTRADO
9285,BAG00009285,8422,60,EN_TRANSITO
9286,BAG00009286,8422,60,REGISTRADO
9287,BAG00009287,8426,60,CARGADO
9288,BAG00009288,8426,60,ENTREGADO
9289,BAG00009289,8427,60,EN_TRANSITO
9290,BAG00009290,8428,60,ENTREGADO
9291,BAG00009291,8429,60,ENTREGADO
9292,BAG00009292,8430,60,CARGADO
9293,BAG00009293,8432,60,EN_TRANSITO
9294,BAG00009294,8432,60,ENTREGADO
9295,BAG00009295,8433,60,CARGADO
9296,BAG00009296,8433,60,EN_TRANSITO
9297,BAG00009297,8434,60,REGISTRADO
9298,BAG00009298,8434,60,PERDIDO
9299,BAG00009299,8435,60,CARGADO
9300,BAG00009300,8435,60,EN_TRANSITO
9301,BAG00009301,8436,60,CARGADO
9302,BAG00009302,8437,60,EN_TRANSITO
9303,BAG00009303,8438,60,CARGADO
9304,BAG00009304,8440,60,CARGADO
9305,BAG00009305,8441,60,CARGADO
9306,BAG00009306,8442,60,REGISTRADO
9307,BAG00009307,8443,60,PERDIDO
9308,BAG00009308,8443,60,ENTREGADO
9309,BAG00009309,8444,60,EN_TRANSITO
9310,BAG00009310,8445,60,CARGADO
9311,BAG00009311,8446,60,PERDIDO
9312,BAG00009312,8447,60,CARGADO
9313,BAG00009313,8447,60,CARGADO
9314,BAG00009314,8448,60,ENTREGADO
9315,BAG00009315,8449,60,REGISTRADO
9316,BAG00009316,8450,60,ENTREGADO
9317,BAG00009317,8450,60,REGISTRADO
9318,BAG00009318,8451,60,EN_TRANSITO
9319,BAG00009319,8452,60,ENTREGADO
9320,BAG00009320,8453,60,CARGADO
9321,BAG00009321,8454,60,REGISTRADO
9322,BAG00009322,8455,60,CARGADO
9323,BAG00009323,8456,60,CARGADO
9324,BAG00009324,8456,60,ENTREGADO
9325,BAG00009325,8457,60,CARGADO
9326,BAG00009326,8457,60,REGISTRADO
9327,BAG00009327,8458,60,CARGADO
9328,BAG00009328,8459,60,CARGADO
9329,BAG00009329,8459,60,REGISTRADO
9330,BAG00009330,8460,60,ENTREGADO
9331,BAG00009331,8461,60,ENTREGADO
9332,BAG00009332,8461,60,CARGADO
9333,BAG00009333,8463,60,REGISTRADO
9334,BAG00009334,8463,60,CARGADO
9335,BAG00009335,8464,60,CARGADO
9336,BAG00009336,8465,60,CARGADO
9337,BAG00009337,8466,60,CARGADO
9338,BAG00009338,8466,60,CARGADO
9339,BAG00009339,8467,60,EN_TRANSITO
9340,BAG00009340,8467,60,EN_TRANSITO
9341,BAG00009341,8469,60,PERDIDO
9342,BAG00009342,8470,60,CARGADO
9343,BAG00009343,8471,60,CARGADO
9344,BAG00009344,8472,60,EN_TRANSITO
9345,BAG00009345,8473,60,EN_TRANSITO
9346,BAG00009346,8473,60,ENTREGADO
9347,BAG00009347,8474,60,CARGADO
9348,BAG00009348,8475,60,ENTREGADO
9349,BAG00009349,8477,60,REGISTRADO
9350,BAG00009350,8478,60,CARGADO
9351,BAG00009351,8478,60,ENTREGADO
9352,BAG00009352,8479,60,ENTREGADO
9353,BAG00009353,8480,60,CARGADO
9354,BAG00009354,8480,60,REGISTRADO
9355,BAG00009355,8481,60,REGISTRADO
9356,BAG00009356,8482,60,PERDIDO
9357,BAG00009357,8483,60,CARGADO
9358,BAG00009358,8483,60,ENTREGADO
9359,BAG00009359,8485,60,ENTREGADO
9360,BAG00009360,8487,60,REGISTRADO
9361,BAG00009361,8488,60,CARGADO
9362,BAG00009362,8489,60,CARGADO
9363,BAG00009363,8490,60,ENTREGADO
9364,BAG00009364,8490,60,REGISTRADO
9365,BAG00009365,8491,60,ENTREGADO
9366,BAG00009366,8492,60,PERDIDO
9367,BAG00009367,8493,60,ENTREGADO
9368,BAG00009368,8493,60,EN_TRANSITO
9369,BAG00009369,8494,60,REGISTRADO
9370,BAG00009370,8495,60,ENTREGADO
9371,BAG00009371,8495,60,EN_TRANSITO
9372,BAG00009372,8496,60,CARGADO
9373,BAG00009373,8496,60,EN_TRANSITO
9374,BAG00009374,8497,60,CARGADO
9375,BAG00009375,8498,60,EN_TRANSITO
9376,BAG00009376,8499,60,ENTREGADO
9377,BAG00009377,8500,60,REGISTRADO
9378,BAG00009378,8501,61,EN_TRANSITO
9379,BAG00009379,8502,61,CARGADO
9380,BAG00009380,8504,61,ENTREGADO
9381,BAG00009381,8504,61,EN_TRANSITO
9382,BAG00009382,8505,61,CARGADO
9383,BAG00009383,8505,61,ENTREGADO
9384,BAG00009384,8506,61,ENTREGADO
9385,BAG00009385,8507,61,PERDIDO
9386,BAG00009386,8507,61,REGISTRADO
9387,BAG00009387,8508,61,ENTREGADO
9388,BAG00009388,8509,61,CARGADO
9389,BAG00009389,8510,61,EN_TRANSITO
9390,BAG00009390,8511,61,REGISTRADO
9391,BAG00009391,8511,61,EN_TRANSITO
9392,BAG00009392,8512,61,REGISTRADO
9393,BAG00009393,8512,61,REGISTRADO
9394,BAG00009394,8514,61,CARGADO
9395,BAG00009395,8515,61,REGISTRADO
9396,BAG00009396,8516,61,ENTREGADO
9397,BAG00009397,8517,61,CARGADO
9398,BAG00009398,8519,61,CARGADO
9399,BAG00009399,8520,61,CARGADO
9400,BAG00009400,8521,61,ENTREGADO
9401,BAG00009401,8521,61,ENTREGADO
9402,BAG00009402,8522,61,PERDIDO
9403,BAG00009403,8523,61,ENTREGADO
9404,BAG00009404,8524,61,ENTREGADO
9405,BAG00009405,8525,61,CARGADO
9406,BAG00009406,8526,61,REGISTRADO
9407,BAG00009407,8527,61,ENTREGADO
9408,BAG00009408,8527,61,REGISTRADO
9409,BAG00009409,8528,61,CARGADO
9410,BAG00009410,8529,61,EN_TRANSITO
9411,BAG00009411,8531,61,ENTREGADO
9412,BAG00009412,8531,61,EN_TRANSITO
9413,BAG00009413,8532,61,EN_TRANSITO
9414,BAG00009414,8533,61,CARGADO
9415,BAG00009415,8533,61,REGISTRADO
9416,BAG00009416,8535,61,CARGADO
9417,BAG00009417,8535,61,EN_TRANSITO
9418,BAG00009418,8536,61,EN_TRANSITO
9419,BAG00009419,8537,61,EN_TRANSITO
9420,BAG00009420,8538,61,ENTREGADO
9421,BAG00009421,8538,61,CARGADO
9422,BAG00009422,8539,61,ENTREGADO
9423,BAG00009423,8541,61,EN_TRANSITO
9424,BAG00009424,8542,61,CARGADO
9425,BAG00009425,8542,61,REGISTRADO
9426,BAG00009426,8543,61,ENTREGADO
9427,BAG00009427,8545,61,CARGADO
9428,BAG00009428,8545,61,ENTREGADO
9429,BAG00009429,8546,61,CARGADO
9430,BAG00009430,8546,61,ENTREGADO
9431,BAG00009431,8547,61,CARGADO
9432,BAG00009432,8548,61,PERDIDO
9433,BAG00009433,8549,61,REGISTRADO
9434,BAG00009434,8550,61,ENTREGADO
9435,BAG00009435,8550,61,ENTREGADO
9436,BAG00009436,8551,61,CARGADO
9437,BAG00009437,8552,61,ENTREGADO
9438,BAG00009438,8554,61,ENTREGADO
9439,BAG00009439,8554,61,ENTREGADO
9440,BAG00009440,8555,61,CARGADO
9441,BAG00009441,8556,61,EN_TRANSITO
9442,BAG00009442,8557,61,EN_TRANSITO
9443,BAG00009443,8558,61,REGISTRADO
9444,BAG00009444,8558,61,EN_TRANSITO
9445,BAG00009445,8559,61,REGISTRADO
9446,BAG00009446,8559,61,ENTREGADO
9447,BAG00009447,8560,61,ENTREGADO
9448,BAG00009448,8561,61,EN_TRANSITO
9449,BAG00009449,8562,61,CARGADO
9450,BAG00009450,8562,61,EN_TRANSITO
9451,BAG00009451,8563,61,ENTREGADO
9452,BAG00009452,8563,61,ENTREGADO
9453,BAG00009453,8564,61,ENTREGADO
9454,BAG00009454,8565,61,EN_TRANSITO
9455,BAG00009455,8565,61,EN_TRANSITO
9456,BAG00009456,8566,61,CARGADO
9457,BAG00009457,8566,61,EN_TRANSITO
9458,BAG00009458,8567,61,CARGADO
9459,BAG00009459,8568,61,CARGADO
9460,BAG00009460,8568,61,ENTREGADO
9461,BAG00009461,8570,61,CARGADO
9462,BAG00009462,8571,61,ENTREGADO
9463,BAG00009463,8571,61,CARGADO
9464,BAG00009464,8572,61,CARGADO
9465,BAG00009465,8573,61,CARGADO
9466,BAG00009466,8574,61,ENTREGADO
9467,BAG00009467,8575,61,ENTREGADO
9468,BAG00009468,8576,61,CARGADO
9469,BAG00009469,8577,61,CARGADO
9470,BAG00009470,8578,61,CARGADO
9471,BAG00009471,8578,61,PERDIDO
9472,BAG00009472,8579,61,CARGADO
9473,BAG00009473,8580,61,EN_TRANSITO
9474,BAG00009474,8581,61,ENTREGADO
9475,BAG00009475,8582,61,CARGADO
9476,BAG00009476,8583,62,EN_TRANSITO
9477,BAG00009477,8584,62,ENTREGADO
9478,BAG00009478,8585,62,CARGADO
9479,BAG00009479,8586,62,CARGADO
9480,BAG00009480,8587,62,REGISTRADO
9481,BAG00009481,8589,62,CARGADO
9482,BAG00009482,8589,62,ENTREGADO
9483,BAG00009483,8590,62,ENTREGADO
9484,BAG00009484,8591,62,CARGADO
9485,BAG00009485,8593,62,ENTREGADO
9486,BAG00009486,8594,62,CARGADO
9487,BAG00009487,8595,62,EN_TRANSITO
9488,BAG00009488,8596,62,ENTREGADO
9489,BAG00009489,8597,62,ENTREGADO
9490,BAG00009490,8598,62,ENTREGADO
9491,BAG00009491,8598,62,REGISTRADO
9492,BAG00009492,8600,62,REGISTRADO
9493,BAG00009493,8602,62,ENTREGADO
9494,BAG00009494,8602,62,PERDIDO
9495,BAG00009495,8603,62,EN_TRANSITO
9496,BAG00009496,8604,62,PERDIDO
9497,BAG00009497,8605,62,CARGADO
9498,BAG00009498,8606,62,EN_TRANSITO
9499,BAG00009499,8607,62,ENTREGADO
9500,BAG00009500,8608,62,REGISTRADO
9501,BAG00009501,8611,62,ENTREGADO
9502,BAG00009502,8612,62,EN_TRANSITO
9503,BAG00009503,8613,62,CARGADO
9504,BAG00009504,8613,62,PERDIDO
9505,BAG00009505,8614,62,ENTREGADO
9506,BAG00009506,8614,62,CARGADO
9507,BAG00009507,8615,62,REGISTRADO
9508,BAG00009508,8616,62,CARGADO
9509,BAG00009509,8617,62,CARGADO
9510,BAG00009510,8617,62,EN_TRANSITO
9511,BAG00009511,8618,62,CARGADO
9512,BAG00009512,8620,62,REGISTRADO
9513,BAG00009513,8621,62,CARGADO
9514,BAG00009514,8622,62,ENTREGADO
9515,BAG00009515,8623,62,CARGADO
9516,BAG00009516,8624,62,ENTREGADO
9517,BAG00009517,8624,62,CARGADO
9518,BAG00009518,8625,62,PERDIDO
9519,BAG00009519,8626,62,ENTREGADO
9520,BAG00009520,8627,62,REGISTRADO
9521,BAG00009521,8627,62,CARGADO
9522,BAG00009522,8628,62,ENTREGADO
9523,BAG00009523,8629,62,CARGADO
9524,BAG00009524,8630,62,ENTREGADO
9525,BAG00009525,8631,62,EN_TRANSITO
9526,BAG00009526,8632,62,ENTREGADO
9527,BAG00009527,8633,62,CARGADO
9528,BAG00009528,8633,62,CARGADO
9529,BAG00009529,8634,62,ENTREGADO
9530,BAG00009530,8634,62,EN_TRANSITO
9531,BAG00009531,8635,62,ENTREGADO
9532,BAG00009532,8635,62,CARGADO
9533,BAG00009533,8636,62,CARGADO
9534,BAG00009534,8636,62,ENTREGADO
9535,BAG00009535,8637,62,PERDIDO
9536,BAG00009536,8638,62,CARGADO
9537,BAG00009537,8639,62,REGISTRADO
9538,BAG00009538,8640,62,ENTREGADO
9539,BAG00009539,8641,62,ENTREGADO
9540,BAG00009540,8642,62,CARGADO
9541,BAG00009541,8643,62,EN_TRANSITO
9542,BAG00009542,8643,62,CARGADO
9543,BAG00009543,8644,62,ENTREGADO
9544,BAG00009544,8645,62,PERDIDO
9545,BAG00009545,8645,62,CARGADO
9546,BAG00009546,8646,62,EN_TRANSITO
9547,BAG00009547,8647,62,EN_TRANSITO
9548,BAG00009548,8648,62,PERDIDO
9549,BAG00009549,8649,62,CARGADO
9550,BAG00009550,8650,62,CARGADO
9551,BAG00009551,8651,62,PERDIDO
9552,BAG00009552,8651,62,ENTREGADO
9553,BAG00009553,8652,62,ENTREGADO
9554,BAG00009554,8652,62,PERDIDO
9555,BAG00009555,8653,62,ENTREGADO
9556,BAG00009556,8654,62,CARGADO
9557,BAG00009557,8655,62,ENTREGADO
9558,BAG00009558,8655,62,EN_TRANSITO
9559,BAG00009559,8657,62,CARGADO
9560,BAG00009560,8658,62,ENTREGADO
9561,BAG00009561,8658,62,ENTREGADO
9562,BAG00009562,8659,62,ENTREGADO
9563,BAG00009563,8660,62,CARGADO
9564,BAG00009564,8661,62,CARGADO
9565,BAG00009565,8661,62,EN_TRANSITO
9566,BAG00009566,8662,62,ENTREGADO
9567,BAG00009567,8662,62,ENTREGADO
9568,BAG00009568,8664,62,CARGADO
9569,BAG00009569,8665,62,REGISTRADO
9570,BAG00009570,8666,62,REGISTRADO
9571,BAG00009571,8667,62,EN_TRANSITO
9572,BAG00009572,8668,62,CARGADO
9573,BAG00009573,8672,62,CARGADO
9574,BAG00009574,8673,62,EN_TRANSITO
9575,BAG00009575,8674,62,REGISTRADO
9576,BAG00009576,8675,62,REGISTRADO
9577,BAG00009577,8677,62,CARGADO
9578,BAG00009578,8678,62,ENTREGADO
9579,BAG00009579,8679,62,REGISTRADO
9580,BAG00009580,8680,62,CARGADO
9581,BAG00009581,8681,62,CARGADO
9582,BAG00009582,8682,62,CARGADO
9583,BAG00009583,8682,62,EN_TRANSITO
9584,BAG00009584,8683,62,REGISTRADO
9585,BAG00009585,8684,62,CARGADO
9586,BAG00009586,8685,62,EN_TRANSITO
9587,BAG00009587,8686,62,EN_TRANSITO
9588,BAG00009588,8687,62,CARGADO
9589,BAG00009589,8688,62,ENTREGADO
9590,BAG00009590,8688,62,ENTREGADO
9591,BAG00009591,8689,62,CARGADO
9592,BAG00009592,8690,63,CARGADO
9593,BAG00009593,8692,63,ENTREGADO
9594,BAG00009594,8693,63,CARGADO
9595,BAG00009595,8694,63,CARGADO
9596,BAG00009596,8694,63,REGISTRADO
9597,BAG00009597,8696,63,EN_TRANSITO
9598,BAG00009598,8699,63,CARGADO
9599,BAG00009599,8700,63,ENTREGADO
9600,BAG00009600,8701,63,CARGADO
9601,BAG00009601,8702,63,CARGADO
9602,BAG00009602,8702,63,ENTREGADO
9603,BAG00009603,8703,63,EN_TRANSITO
9604,BAG00009604,8703,63,ENTREGADO
9605,BAG00009605,8704,63,ENTREGADO
9606,BAG00009606,8706,63,CARGADO
9607,BAG00009607,8707,63,EN_TRANSITO
9608,BAG00009608,8709,63,EN_TRANSITO
9609,BAG00009609,8710,63,CARGADO
9610,BAG00009610,8711,63,EN_TRANSITO
9611,BAG00009611,8711,63,EN_TRANSITO
9612,BAG00009612,8712,63,CARGADO
9613,BAG00009613,8715,63,CARGADO
9614,BAG00009614,8716,63,CARGADO
9615,BAG00009615,8717,63,REGISTRADO
9616,BAG00009616,8717,63,EN_TRANSITO
9617,BAG00009617,8720,63,ENTREGADO
9618,BAG00009618,8721,63,EN_TRANSITO
9619,BAG00009619,8721,63,EN_TRANSITO
9620,BAG00009620,8722,63,CARGADO
9621,BAG00009621,8722,63,PERDIDO
9622,BAG00009622,8723,63,REGISTRADO
9623,BAG00009623,8725,63,CARGADO
9624,BAG00009624,8725,63,ENTREGADO
9625,BAG00009625,8726,63,EN_TRANSITO
9626,BAG00009626,8727,63,ENTREGADO
9627,BAG00009627,8727,63,EN_TRANSITO
9628,BAG00009628,8728,63,EN_TRANSITO
9629,BAG00009629,8729,63,ENTREGADO
9630,BAG00009630,8729,63,EN_TRANSITO
9631,BAG00009631,8730,63,ENTREGADO
9632,BAG00009632,8730,63,CARGADO
9633,BAG00009633,8731,63,ENTREGADO
9634,BAG00009634,8732,63,CARGADO
9635,BAG00009635,8733,63,REGISTRADO
9636,BAG00009636,8734,63,CARGADO
9637,BAG00009637,8735,63,ENTREGADO
9638,BAG00009638,8736,63,ENTREGADO
9639,BAG00009639,8737,63,ENTREGADO
9640,BAG00009640,8737,63,CARGADO
9641,BAG00009641,8738,63,PERDIDO
9642,BAG00009642,8738,63,ENTREGADO
9643,BAG00009643,8739,63,PERDIDO
9644,BAG00009644,8739,63,EN_TRANSITO
9645,BAG00009645,8740,63,ENTREGADO
9646,BAG00009646,8743,63,REGISTRADO
9647,BAG00009647,8745,63,CARGADO
9648,BAG00009648,8746,63,REGISTRADO
9649,BAG00009649,8747,63,PERDIDO
9650,BAG00009650,8747,63,PERDIDO
9651,BAG00009651,8748,63,EN_TRANSITO
9652,BAG00009652,8749,63,PERDIDO
9653,BAG00009653,8750,63,EN_TRANSITO
9654,BAG00009654,8751,63,EN_TRANSITO
9655,BAG00009655,8752,63,EN_TRANSITO
9656,BAG00009656,8753,63,EN_TRANSITO
9657,BAG00009657,8753,63,CARGADO
9658,BAG00009658,8754,63,EN_TRANSITO
9659,BAG00009659,8754,63,ENTREGADO
9660,BAG00009660,8755,63,ENTREGADO
9661,BAG00009661,8756,63,REGISTRADO
9662,BAG00009662,8757,63,ENTREGADO
9663,BAG00009663,8758,63,REGISTRADO
9664,BAG00009664,8758,63,REGISTRADO
9665,BAG00009665,8759,63,ENTREGADO
9666,BAG00009666,8760,63,PERDIDO
9667,BAG00009667,8760,63,EN_TRANSITO
9668,BAG00009668,8762,63,ENTREGADO
9669,BAG00009669,8763,63,REGISTRADO
9670,BAG00009670,8764,63,CARGADO
9671,BAG00009671,8765,63,CARGADO
9672,BAG00009672,8765,63,ENTREGADO
9673,BAG00009673,8766,63,ENTREGADO
9674,BAG00009674,8767,63,CARGADO
9675,BAG00009675,8768,63,ENTREGADO
9676,BAG00009676,8769,63,ENTREGADO
9677,BAG00009677,8770,63,CARGADO
9678,BAG00009678,8770,63,CARGADO
9679,BAG00009679,8771,63,EN_TRANSITO
9680,BAG00009680,8772,63,ENTREGADO
9681,BAG00009681,8773,63,EN_TRANSITO
9682,BAG00009682,8775,63,ENTREGADO
9683,BAG00009683,8775,63,ENTREGADO
9684,BAG00009684,8776,63,EN_TRANSITO
9685,BAG00009685,8776,63,REGISTRADO
9686,BAG00009686,8777,63,EN_TRANSITO
9687,BAG00009687,8779,63,CARGADO
9688,BAG00009688,8780,63,ENTREGADO
9689,BAG00009689,8780,63,EN_TRANSITO
9690,BAG00009690,8781,63,PERDIDO
9691,BAG00009691,8781,63,CARGADO
9692,BAG00009692,8782,63,EN_TRANSITO
9693,BAG00009693,8784,63,REGISTRADO
9694,BAG00009694,8785,63,EN_TRANSITO
9695,BAG00009695,8786,63,EN_TRANSITO
9696,BAG00009696,8786,63,CARGADO
9697,BAG00009697,8787,63,ENTREGADO
9698,BAG00009698,8788,63,CARGADO
9699,BAG00009699,8789,63,CARGADO
9700,BAG00009700,8792,63,ENTREGADO
9701,BAG00009701,8792,63,CARGADO
9702,BAG00009702,8793,63,EN_TRANSITO
9703,BAG00009703,8794,63,ENTREGADO
9704,BAG00009704,8795,63,CARGADO
9705,BAG00009705,8796,63,EN_TRANSITO
9706,BAG00009706,8796,63,ENTREGADO
9707,BAG00009707,8797,63,CARGADO
9708,BAG00009708,8798,63,REGISTRADO
9709,BAG00009709,8799,63,ENTREGADO
9710,BAG00009710,8800,63,EN_TRANSITO
9711,BAG00009711,8801,63,EN_TRANSITO
9712,BAG00009712,8802,63,REGISTRADO
9713,BAG00009713,8802,63,CARGADO
9714,BAG00009714,8803,63,CARGADO
9715,BAG00009715,8805,63,ENTREGADO
9716,BAG00009716,8805,63,ENTREGADO
9717,BAG00009717,8806,63,CARGADO
9718,BAG00009718,8807,63,ENTREGADO
9719,BAG00009719,8808,63,REGISTRADO
9720,BAG00009720,8808,63,CARGADO
9721,BAG00009721,8809,63,ENTREGADO
9722,BAG00009722,8810,63,EN_TRANSITO
9723,BAG00009723,8811,63,CARGADO
9724,BAG00009724,8811,63,EN_TRANSITO
9725,BAG00009725,8812,63,PERDIDO
9726,BAG00009726,8812,63,CARGADO
9727,BAG00009727,8814,63,EN_TRANSITO
9728,BAG00009728,8814,63,REGISTRADO
9729,BAG00009729,8815,63,ENTREGADO
9730,BAG00009730,8816,63,PERDIDO
9731,BAG00009731,8818,63,ENTREGADO
9732,BAG00009732,8818,63,REGISTRADO
9733,BAG00009733,8820,63,ENTREGADO
9734,BAG00009734,8821,63,ENTREGADO
9735,BAG00009735,8822,63,EN_TRANSITO
9736,BAG00009736,8823,63,ENTREGADO
9737,BAG00009737,8824,63,PERDIDO
9738,BAG00009738,8825,63,REGISTRADO
