id,pnr,pasajero_id,vuelo_id,asiento,estado_ticket,fecha_emision
9183,73D29F,353,66,4B,CONFIRMADO,2025-10-29 06:24:53
9184,0KL5DM,47,66,19A,CONFIRMADO,2025-10-30 10:24:53
9185,GAGXF4,190,66,3C,EMITIDO,2025-11-11 18:24:53
9186,VBNLIM,231,66,19C,CONFIRMADO,2025-10-20 00:24:53
9187,KQXZXO,17,66,26B,EMITIDO,2025-10-19 02:24:53
9188,FZPRQ3,380,66,16B,CONFIRMADO,2025-10-30 20:24:53
9189,7K4O4B,399,66,12E,CONFIRMADO,2025-10-16 12:24:53
9190,S37T16,314,66,21D,EMITIDO,2025-11-13 12:24:53
9191,4EC9CC,388,66,20B,EMITIDO,2025-10-27 19:24:53
9192,8FR5XJ,346,66,13D,CONFIRMADO,2025-11-06 02:24:53
9193,3I8NNF,458,66,20E,CONFIRMADO,2025-11-09 15:24:53
9194,D42KXG,261,66,5F,CONFIRMADO,2025-10-20 02:24:53
9195,K9BFP4,418,66,19B,CONFIRMADO,2025-11-12 22:24:53
9196,5ZTPJB,313,66,16A,CONFIRMADO,2025-10-19 08:24:53
9197,IC1LBT,484,66,25F,CONFIRMADO,2025-10-30 05:24:53
9198,FM6MUJ,491,66,1E,EMITIDO,2025-11-07 05:24:53
9199,AZ9OMQ,244,66,18A,EMITIDO,2025-10-30 12:24:53
9200,GHMWQR,310,66,2D,EMITIDO,2025-10-15 13:24:53
9201,2ZFIF1,424,66,14A,CONFIRMADO,2025-11-13 21:24:53
9202,NL27JR,472,66,28D,CONFIRMADO,2025-10-25 22:24:53
9203,ZZUDIN,87,66,24B,CONFIRMADO,2025-11-08 16:24:53
9204,J95FI5,40,66,1F,EMITIDO,2025-11-01 10:24:53
9205,FQVP4F,347,66,13C,EMITIDO,2025-11-14 04:24:53
9206,WT52P1,263,66,12B,CANCELADO,2025-11-08 01:24:53
9207,5M75IZ,454,66,1D,CONFIRMADO,2025-11-03 09:24:53
9208,HYADGF,234,66,22F,EMITIDO,2025-10-27 03:24:53
9209,KVCFUD,271,66,5C,CONFIRMADO,2025-10-26 03:24:53
9210,IRNWUK,289,66,14E,CONFIRMADO,2025-11-08 20:24:53
9211,GZ3BK8,326,66,17B,CONFIRMADO,2025-10-26 00:24:53
9212,A3F7NI,294,66,27B,EMITIDO,2025-11-08 22:24:53
9213,8NI7M8,32,66,18C,EMITIDO,2025-10-26 02:24:53
9214,A91EO6,25,66,19F,CONFIRMADO,2025-10-25 05:24:53
9215,47GW7E,252,66,23D,CONFIRMADO,2025-10-17 02:24:53
9216,5J3WO5,237,66,21A,EMITIDO,2025-10-22 05:24:53
9217,A00LK7,487,66,20F,CONFIRMADO,2025-11-01 18:24:53
9218,UAR4WX,272,66,12A,CONFIRMADO,2025-11-07 15:24:53
9219,UDEP1Y,16,66,17F,CONFIRMADO,2025-10-20 00:24:53
9220,6KWVV5,435,66,7D,EMITIDO,2025-11-09 02:24:53
9221,YZ3CG2,330,66,3F,CANCELADO,2025-10-19 08:24:53
9222,DJHPJN,334,66,22D,EMITIDO,2025-10-22 00:24:53
9223,9IMWU0,163,66,2B,EMITIDO,2025-10-31 01:24:53
9224,8VILVH,208,66,26D,CONFIRMADO,2025-11-14 07:24:53
9225,EPPF1I,378,66,21E,CONFIRMADO,2025-10-30 18:24:53
9226,TDC0HS,373,66,2C,CONFIRMADO,2025-11-06 18:24:53
9227,T89FW2,287,66,16E,CONFIRMADO,2025-10-25 02:24:53
9228,IPHG6P,421,66,21F,CONFIRMADO,2025-11-02 12:24:53
9229,R4NPRV,416,66,17C,EMITIDO,2025-10-28 10:24:53
9230,T40RXW,282,66,28B,EMITIDO,2025-10-26 20:24:53
9231,TE43OZ,160,66,20D,EMITIDO,2025-10-23 20:24:53
9232,PC1B4I,343,66,27D,CANCELADO,2025-10-27 09:24:53
9233,F09UYJ,395,66,11D,EMITIDO,2025-11-09 22:24:53
9234,W1NE9X,366,66,22B,CONFIRMADO,2025-10-27 04:24:53
9235,JOA5IV,419,66,11B,EMITIDO,2025-10-21 09:24:53
9236,DCIOP3,31,66,18E,CONFIRMADO,2025-10-21 00:24:53
9237,ZG0PA0,129,66,28E,CONFIRMADO,2025-11-12 02:24:53
9238,R7W1X9,179,66,15F,EMITIDO,2025-11-02 03:24:53
9239,2P32ZJ,361,66,26E,EMITIDO,2025-10-23 06:24:53
9240,3Q2ZZS,384,66,24D,CONFIRMADO,2025-11-02 01:24:53
9241,IM1MMC,199,66,9C,CONFIRMADO,2025-11-11 07:24:53
9242,BCC0Q4,412,66,13F,CONFIRMADO,2025-10-21 16:24:53
9243,63BDKO,97,66,8D,CONFIRMADO,2025-10-17 08:24:53
9244,159DGA,178,66,18F,CONFIRMADO,2025-11-07 23:24:53
9245,P0P0KZ,318,66,5E,CONFIRMADO,2025-11-11 11:24:53
9246,AQD1QM,474,66,12D,EMITIDO,2025-10-21 05:24:53
9247,YO1B5G,110,66,8E,CONFIRMADO,2025-10-23 00:24:53
9248,1BWLNB,354,66,15A,CANCELADO,2025-10-26 22:24:53
9249,P5T2UM,226,66,22A,CONFIRMADO,2025-11-06 18:24:53
9250,JGYM3X,114,66,27A,EMITIDO,2025-10-22 09:24:53
9251,BRQJCG,356,66,13B,CONFIRMADO,2025-10-23 04:24:53
9252,6IJ6QM,130,66,4F,CONFIRMADO,2025-10-16 05:24:53
9253,MSV1FO,223,66,8B,CONFIRMADO,2025-11-05 16:24:53
9254,YG3VP4,5,66,24E,CONFIRMADO,2025-11-11 19:24:53
9255,NV38JQ,227,66,6E,EMITIDO,2025-11-13 13:24:53
9256,2UZ1WI,296,66,7A,CONFIRMADO,2025-10-16 15:24:53
9257,BUMMC4,367,66,17D,CONFIRMADO,2025-10-29 16:24:53
9258,3XA5MT,332,66,23A,EMITIDO,2025-11-10 19:24:53
9259,0I9EMY,463,66,8A,CONFIRMADO,2025-10-31 05:24:53
9260,FY39ZQ,293,66,10F,CONFIRMADO,2025-11-03 00:24:53
9261,43DEOG,451,66,11F,CONFIRMADO,2025-11-01 03:24:53
9262,V63SBL,241,66,10C,CONFIRMADO,2025-10-17 16:24:53
9263,11M2QM,134,66,23C,CONFIRMADO,2025-11-03 12:24:53
9264,HALN6J,83,66,24C,EMITIDO,2025-10-22 00:24:53
9265,4MR5PP,192,66,6C,CONFIRMADO,2025-11-04 11:24:53
9266,X3EQE3,273,66,15D,CONFIRMADO,2025-10-22 23:24:53
9267,VY9W1Y,139,66,23B,CONFIRMADO,2025-10-16 06:24:53
9268,EUY2HL,482,66,28F,EMITIDO,2025-11-09 20:24:53
9269,BOYZN9,440,66,3A,CONFIRMADO,2025-10-15 20:24:53
9270,YYTL40,61,66,17A,CONFIRMADO,2025-10-17 05:24:53
9271,70W71N,81,66,22E,CONFIRMADO,2025-10-19 12:24:53
9272,16JI45,45,66,22C,EMITIDO,2025-11-08 20:24:53
9273,5S9ETI,267,67,19C,EMITIDO,2025-10-18 15:24:53
9274,U8K6PL,265,67,14A,CONFIRMADO,2025-11-09 09:24:53
9275,KZR4QQ,142,67,13A,CONFIRMADO,2025-11-04 21:24:53
9276,G2ES3B,460,67,4F,CONFIRMADO,2025-10-18 03:24:53
9277,U1B7YK,454,67,25C,CONFIRMADO,2025-10-19 20:24:53
9278,JQFWJC,182,67,24C,CONFIRMADO,2025-11-02 16:24:53
9279,YPY2II,269,67,2D,CONFIRMADO,2025-10-16 14:24:53
9280,2ANJJ6,396,67,26F,EMITIDO,2025-10-17 03:24:53
9281,UINFS8,148,67,29A,CONFIRMADO,2025-11-10 10:24:53
9282,IQ31IZ,203,67,25D,EMITIDO,2025-11-01 01:24:53
9283,D2STQQ,277,67,5A,EMITIDO,2025-10-21 05:24:53
9284,IUPQDA,289,67,22C,EMITIDO,2025-10-17 01:24:53
9285,KMBYR0,445,67,7F,CONFIRMADO,2025-11-04 14:24:53
9286,XQAUA5,392,67,3E,CONFIRMADO,2025-11-10 00:24:53
9287,QXJD32,294,67,4C,EMITIDO,2025-11-12 13:24:53
9288,KVYTG7,13,67,21C,CANCELADO,2025-10-18 22:24:53
9289,RG0HYQ,263,67,23D,CANCELADO,2025-10-22 06:24:53
9290,MVBFH0,410,67,25A,CONFIRMADO,2025-10-23 16:24:53
9291,YK1ML2,352,67,14D,CANCELADO,2025-10-31 06:24:53
9292,UKDFVL,471,67,10D,CONFIRMADO,2025-11-06 08:24:53
9293,RMOXLN,433,67,1B,CONFIRMADO,2025-10-28 15:24:53
9294,LC159X,364,67,15A,CONFIRMADO,2025-11-01 19:24:53
9295,ULXVEZ,436,67,5C,CONFIRMADO,2025-10-27 18:24:53
9296,JLNHEB,198,67,14C,EMITIDO,2025-10-30 01:24:53
9297,BZC4LQ,194,67,26C,CANCELADO,2025-10-29 12:24:53
9298,AIHMW0,480,67,19D,CONFIRMADO,2025-11-02 03:24:53
9299,48LPK3,206,67,11E,CONFIRMADO,2025-10-28 09:24:53
9300,3YAI3W,51,67,18F,CONFIRMADO,2025-10-15 08:24:53
9301,U9796Y,14,67,6E,EMITIDO,2025-11-09 05:24:53
9302,D28R3D,242,67,16E,CONFIRMADO,2025-11-04 01:24:53
9303,X4QP8T,119,67,17E,CONFIRMADO,2025-11-06 05:24:53
9304,8SANQG,90,67,15B,CONFIRMADO,2025-11-04 21:24:53
9305,9VQAI3,219,67,22A,EMITIDO,2025-11-02 01:24:53
9306,OOJWEM,474,67,18C,CONFIRMADO,2025-11-02 11:24:53
9307,GDZRYC,278,67,14B,CONFIRMADO,2025-11-11 19:24:53
9308,NPM92G,162,67,10B,EMITIDO,2025-10-20 14:24:53
9309,QC8KRJ,312,67,16A,CONFIRMADO,2025-11-01 19:24:53
9310,OL4SOX,496,67,4B,CONFIRMADO,2025-10-17 08:24:53
9311,4MZO6N,382,67,4A,EMITIDO,2025-11-06 09:24:53
9312,XDQI95,161,67,9A,CONFIRMADO,2025-10-25 04:24:53
9313,A61JWU,190,67,13B,CONFIRMADO,2025-11-06 10:24:53
9314,26SYD4,439,67,7A,EMITIDO,2025-10-19 12:24:53
9315,39L2A8,178,67,6C,CONFIRMADO,2025-11-07 20:24:53
9316,S3X4PI,493,67,7C,EMITIDO,2025-10-15 18:24:53
9317,EEDBUG,153,67,23C,EMITIDO,2025-10-26 22:24:53
9318,UWQ7YM,123,67,29C,CANCELADO,2025-11-10 20:24:53
9319,E6274B,58,67,29E,CONFIRMADO,2025-10-19 11:24:53
9320,QCTAJK,400,67,30E,CONFIRMADO,2025-10-27 15:24:53
9321,3Z0496,345,67,1E,CONFIRMADO,2025-11-05 23:24:53
9322,Q6O0NN,109,67,12B,CONFIRMADO,2025-10-24 02:24:53
9323,ONRNLY,163,67,20E,CONFIRMADO,2025-10-26 21:24:53
9324,IPCC79,462,67,18E,EMITIDO,2025-11-09 04:24:53
9325,3I2UKL,373,67,3A,CONFIRMADO,2025-11-11 00:24:53
9326,SVRQE4,276,67,2F,CONFIRMADO,2025-10-20 15:24:53
9327,CTG6RZ,300,67,22F,CONFIRMADO,2025-11-07 02:24:53
9328,KR1S3K,168,67,24A,CANCELADO,2025-11-02 03:24:53
9329,UA5TW0,247,67,5D,EMITIDO,2025-11-04 07:24:53
9330,MPINHB,183,67,8E,CONFIRMADO,2025-10-29 16:24:53
9331,EKOS2C,444,67,4D,EMITIDO,2025-11-10 18:24:53
9332,LQ6VTO,255,67,16B,CONFIRMADO,2025-10-27 16:24:53
9333,SL77YP,388,67,28F,CONFIRMADO,2025-11-04 19:24:53
9334,8UKU4E,9,67,17F,CONFIRMADO,2025-11-10 23:24:53
9335,AWM5PE,152,67,20B,EMITIDO,2025-11-09 19:24:53
9336,MFG1MY,196,67,11D,CONFIRMADO,2025-10-17 23:24:53
9337,7NHUO7,254,67,22E,EMITIDO,2025-11-01 02:24:53
9338,5N6W1N,135,67,18A,EMITIDO,2025-10-28 05:24:53
9339,UXJ68F,209,67,8F,CONFIRMADO,2025-10-19 16:24:53
9340,22BHGF,264,67,28B,EMITIDO,2025-11-01 03:24:53
9341,LGZG5S,311,67,24E,CONFIRMADO,2025-11-06 06:24:53
9342,2QUN6Q,53,67,12A,CONFIRMADO,2025-10-17 16:24:53
9343,WUFT17,241,67,22D,CONFIRMADO,2025-11-02 11:24:53
9344,WE2A7Z,25,67,19F,EMITIDO,2025-11-10 08:24:53
9345,AX7U76,169,67,8C,CANCELADO,2025-10-19 16:24:53
9346,E1XQ76,139,67,7B,EMITIDO,2025-10-18 07:24:53
9347,N72Y1C,304,67,18D,CONFIRMADO,2025-10-30 16:24:53
9348,TWR575,21,67,24B,CONFIRMADO,2025-11-06 09:24:53
9349,BO3H7M,482,67,5B,CONFIRMADO,2025-10-17 06:24:53
9350,JAXY64,395,67,20D,CONFIRMADO,2025-10-22 14:24:53
9351,67IBOJ,478,67,13D,EMITIDO,2025-11-11 07:24:53
9352,WRYL5L,315,67,20F,EMITIDO,2025-11-01 15:24:53
9353,CLWDQJ,29,67,30B,CONFIRMADO,2025-11-09 12:24:53
9354,3Q540W,229,67,5F,CANCELADO,2025-11-13 02:24:53
9355,55WTLG,270,67,19E,CONFIRMADO,2025-10-21 07:24:53
9356,ODXA5N,136,67,27A,CONFIRMADO,2025-10-27 08:24:53
9357,SPV5T0,339,67,28E,CONFIRMADO,2025-10-21 10:24:53
9358,KRR7IW,271,67,7E,CONFIRMADO,2025-11-03 14:24:53
9359,HDPR4Q,41,67,30D,CONFIRMADO,2025-11-02 22:24:53
9360,U571CI,458,67,16D,CONFIRMADO,2025-11-11 05:24:53
9361,LMK710,184,67,13E,EMITIDO,2025-10-16 01:24:53
9362,Q1N8FS,131,67,23E,CONFIRMADO,2025-11-03 23:24:53
9363,NXIH65,8,67,3F,CONFIRMADO,2025-11-12 16:24:53
9364,Y1B3XS,397,67,4E,CONFIRMADO,2025-10-25 12:24:53
9365,NLCGAM,266,67,9C,CONFIRMADO,2025-10-28 06:24:53
9366,3UHWXH,326,67,25E,CONFIRMADO,2025-10-19 13:24:53
9367,TT6YHP,475,67,15C,CONFIRMADO,2025-10-30 18:24:53
9368,CC7BT4,253,67,2B,EMITIDO,2025-11-03 20:24:53
9369,DZQXMQ,129,67,10F,CONFIRMADO,2025-10-17 11:24:53
9370,Z4SWH5,325,67,21F,CANCELADO,2025-11-04 15:24:53
9371,3FYY71,334,67,26A,CANCELADO,2025-11-12 15:24:53
9372,GVS2XE,94,67,26E,CONFIRMADO,2025-11-09 16:24:53
9373,Q2F9SX,127,67,17B,CONFIRMADO,2025-10-24 16:24:53
9374,FDYA8F,151,67,12C,CONFIRMADO,2025-10-30 22:24:53
9375,5ZUT1A,201,67,3C,EMITIDO,2025-11-04 11:24:53
9376,0QEFZV,124,67,13C,EMITIDO,2025-11-09 18:24:53
9377,COCMPY,350,67,19B,EMITIDO,2025-11-11 19:24:53
9378,1B21SN,23,67,1F,CONFIRMADO,2025-11-09 19:24:53
9379,XACBW5,5,67,31E,CONFIRMADO,2025-10-16 11:24:53
9380,T2Y6IH,394,67,9B,CONFIRMADO,2025-11-04 05:24:53
9381,AYXJXD,453,67,5E,CONFIRMADO,2025-10-22 09:24:53
9382,LEX6NH,273,67,21B,CONFIRMADO,2025-10-19 03:24:53
9383,NJV9SH,43,67,6A,CONFIRMADO,2025-10-30 08:24:53
9384,I16CY0,430,67,15F,CONFIRMADO,2025-11-07 09:24:53
9385,GQCVE9,176,67,9D,CONFIRMADO,2025-11-05 01:24:53
9386,HJPRHU,405,67,20C,CONFIRMADO,2025-10-17 04:24:53
9387,I4FGBO,106,67,2E,CONFIRMADO,2025-10-24 11:24:53
9388,6OLCMV,15,67,17D,CONFIRMADO,2025-11-06 17:24:53
9389,5E0BBD,208,67,31C,EMITIDO,2025-10-17 20:24:53
9390,5QBN0N,128,67,12E,CANCELADO,2025-10-26 04:24:53
9391,8HQGQB,217,67,30F,CONFIRMADO,2025-11-09 18:24:53
9392,7YE7DO,224,67,15D,EMITIDO,2025-10-20 02:24:53
9393,4TGSX1,408,67,8B,EMITIDO,2025-10-20 16:24:53
9394,K1Y2B0,78,68,26D,CONFIRMADO,2025-11-01 08:24:53
9395,D66EUM,210,68,8E,EMITIDO,2025-11-12 14:24:53
9396,DYZNRQ,258,68,32C,CONFIRMADO,2025-10-19 18:24:53
9397,L4X0QV,414,68,3A,EMITIDO,2025-11-05 21:24:53
9398,WRFZ71,493,68,22E,CONFIRMADO,2025-10-28 14:24:53
9399,L1AQ7B,428,68,2D,CONFIRMADO,2025-11-12 14:24:53
9400,1C6X9I,103,68,3E,CANCELADO,2025-10-21 18:24:53
9401,JNF4TY,272,68,27D,EMITIDO,2025-11-08 18:24:53
9402,93EFXG,68,68,23B,CONFIRMADO,2025-10-20 03:24:53
9403,8XD0AW,51,68,28A,CANCELADO,2025-10-17 01:24:53
9404,V31D7G,129,68,12E,CONFIRMADO,2025-11-02 17:24:53
9405,8Z56QN,208,68,30F,CONFIRMADO,2025-11-07 19:24:53
9406,A4MTZ2,324,68,5C,CONFIRMADO,2025-10-27 02:24:53
9407,XJF5QP,404,68,7C,CONFIRMADO,2025-11-12 11:24:53
9408,FSFXQE,364,68,20C,CONFIRMADO,2025-11-08 10:24:53
9409,FDBQ7K,140,68,4A,EMITIDO,2025-10-19 04:24:53
9410,QYY1VM,120,68,22C,EMITIDO,2025-11-03 20:24:53
9411,9UJUPH,351,68,16B,CANCELADO,2025-11-11 22:24:53
9412,KN2IZL,466,68,2E,EMITIDO,2025-10-23 23:24:53
9413,7H1NMK,214,68,24A,EMITIDO,2025-11-02 03:24:53
9414,DUUFF3,92,68,8C,EMITIDO,2025-10-28 05:24:53
9415,8BNIAW,386,68,7B,CANCELADO,2025-11-04 15:24:53
9416,EBX9K0,132,68,18D,CONFIRMADO,2025-10-17 11:24:53
9417,J4W7F0,461,68,9D,CONFIRMADO,2025-10-23 08:24:53
9418,I486PQ,110,68,12A,EMITIDO,2025-11-03 08:24:53
9419,ADXP06,329,68,15E,CONFIRMADO,2025-11-04 02:24:53
9420,9L6AI5,400,68,22B,EMITIDO,2025-11-01 00:24:53
9421,HCYUBQ,161,68,5F,CONFIRMADO,2025-10-27 15:24:53
9422,F7SEOK,251,68,4C,CONFIRMADO,2025-10-18 07:24:53
9423,CANHI4,336,68,17C,EMITIDO,2025-11-02 20:24:53
9424,8ADEM8,40,68,25A,EMITIDO,2025-10-20 01:24:53
9425,60NPVT,484,68,30B,CANCELADO,2025-10-27 17:24:53
9426,NPIQF3,52,68,13C,CONFIRMADO,2025-10-23 07:24:53
9427,TS1XYU,411,68,27C,CONFIRMADO,2025-11-04 02:24:53
9428,67VJU6,66,68,6E,CONFIRMADO,2025-10-18 11:24:53
9429,JB1KQT,372,68,30C,CONFIRMADO,2025-10-29 08:24:53
9430,HEQT8P,375,68,16A,CONFIRMADO,2025-10-29 03:24:53
9431,J93MDA,11,68,19C,CONFIRMADO,2025-11-12 16:24:53
9432,TD0RFH,416,68,19B,CONFIRMADO,2025-10-22 18:24:53
9433,WFFHO2,449,68,21E,CONFIRMADO,2025-11-03 12:24:53
9434,POKG0F,213,68,19A,CONFIRMADO,2025-10-24 09:24:53
9435,EDCR8S,343,68,26C,CONFIRMADO,2025-10-26 16:24:53
9436,DF5W8C,85,68,14B,CONFIRMADO,2025-11-13 06:24:53
9437,G93LOU,177,68,31B,CONFIRMADO,2025-10-16 15:24:53
9438,CIDNWH,199,68,9B,CONFIRMADO,2025-10-16 16:24:53
9439,LH3KDO,409,68,3B,CONFIRMADO,2025-10-28 02:24:53
9440,MMBZM9,291,68,18E,CONFIRMADO,2025-11-04 05:24:53
9441,9UKPR3,463,68,26F,CONFIRMADO,2025-10-27 11:24:53
9442,35JYTQ,419,68,14F,EMITIDO,2025-10-20 14:24:53
9443,PFJGGM,442,68,23C,CONFIRMADO,2025-10-15 17:24:53
9444,FSCNZR,48,68,31C,CONFIRMADO,2025-11-01 22:24:53
9445,7TL5H5,265,68,4D,CONFIRMADO,2025-10-20 07:24:53
9446,IJ1IU0,471,68,10A,CONFIRMADO,2025-10-15 16:24:53
9447,EB0NLT,438,68,26E,CANCELADO,2025-10-22 16:24:53
9448,98F0WJ,196,68,5E,CONFIRMADO,2025-10-31 15:24:53
9449,YTSWIP,468,68,4E,CONFIRMADO,2025-11-04 04:24:53
9450,EXM2DH,119,68,15F,EMITIDO,2025-11-06 15:24:53
9451,5REHDG,41,68,22A,CANCELADO,2025-10-29 11:24:53
9452,P4T1RD,453,68,32B,CONFIRMADO,2025-10-27 04:24:53
9453,0ZLSQR,477,68,30A,CONFIRMADO,2025-10-28 20:24:53
9454,MXDH3C,305,68,17E,CONFIRMADO,2025-10-15 09:24:53
9455,X4JGWS,323,68,28F,CONFIRMADO,2025-10-21 15:24:53
9456,J7H5XM,238,68,3C,EMITIDO,2025-10-16 15:24:53
9457,0V40J5,44,68,29F,CANCELADO,2025-11-14 07:24:53
9458,LP59QZ,184,68,6C,CONFIRMADO,2025-10-16 05:24:53
9459,WINYE0,237,68,8F,EMITIDO,2025-10-25 20:24:53
9460,P0JGJZ,401,68,32A,EMITIDO,2025-11-01 13:24:53
9461,MKK90P,393,68,18F,CANCELADO,2025-11-02 11:24:53
9462,MUI4PM,296,68,24F,CONFIRMADO,2025-10-30 18:24:53
9463,0V5DNR,288,68,14E,CONFIRMADO,2025-10-31 04:24:53
9464,FHND5Q,376,68,16C,EMITIDO,2025-11-02 17:24:53
9465,PVNQFV,262,68,20F,CANCELADO,2025-11-04 10:24:53
9466,ETEJ7T,327,68,18C,CONFIRMADO,2025-11-08 13:24:53
9467,EBN7KM,349,68,9F,EMITIDO,2025-10-16 23:24:53
9468,N0GPC7,489,68,12F,CONFIRMADO,2025-10-29 08:24:53
9469,8PX11H,20,68,1F,CONFIRMADO,2025-11-04 22:24:53
9470,I40YJK,443,68,24C,CONFIRMADO,2025-10-24 06:24:53
9471,T0FAGH,312,68,23E,CONFIRMADO,2025-10-19 07:24:53
9472,K199FX,138,68,16D,CONFIRMADO,2025-11-11 20:24:53
9473,I4J1YX,183,68,19F,CONFIRMADO,2025-10-19 14:24:53
9474,FAMEM9,155,68,10D,EMITIDO,2025-11-08 23:24:53
9475,C1JRLG,143,68,30E,CANCELADO,2025-11-01 18:24:53
9476,LJIIP5,260,68,17A,EMITIDO,2025-10-17 01:24:53
9477,RPOAI2,77,68,14D,CONFIRMADO,2025-11-06 13:24:53
9478,3F54BG,126,68,32D,CONFIRMADO,2025-10-19 04:24:53
9479,38HZ9H,171,68,24B,EMITIDO,2025-10-30 17:24:53
9480,B20S4X,334,68,8D,CONFIRMADO,2025-11-01 23:24:53
9481,A4M4OF,182,68,12C,CONFIRMADO,2025-10-16 10:24:53
9482,FUXV5H,277,68,18A,CONFIRMADO,2025-10-19 20:24:53
9483,0ENL0Z,388,68,28B,CONFIRMADO,2025-10-24 15:24:53
9484,3PVQBZ,437,68,6A,EMITIDO,2025-10-26 05:24:53
9485,V45JTG,100,68,14A,CONFIRMADO,2025-10-26 20:24:53
9486,XC5L0M,220,68,5B,CONFIRMADO,2025-10-21 13:24:53
9487,VC1GXT,252,68,27F,CONFIRMADO,2025-10-19 09:24:53
9488,LLV5T1,151,68,21A,CONFIRMADO,2025-10-29 06:24:53
9489,9UR6BS,37,68,32F,CONFIRMADO,2025-10-23 09:24:53
9490,IBXFUC,150,68,28E,CANCELADO,2025-11-04 05:24:53
9491,OOMX2A,412,68,10B,EMITIDO,2025-11-13 13:24:53
9492,XYD7C4,309,68,16E,CONFIRMADO,2025-10-29 21:24:53
9493,E41INS,22,68,8B,CONFIRMADO,2025-11-09 05:24:53
9494,1VNF7C,469,68,22F,EMITIDO,2025-10-30 17:24:53
9495,AQKH1Y,248,68,9C,EMITIDO,2025-11-02 11:24:53
9496,OJL6W9,47,68,25C,CONFIRMADO,2025-11-03 01:24:53
9497,M4V9DI,226,68,25E,CONFIRMADO,2025-11-05 21:24:53
9498,8GUSUK,354,68,2A,CONFIRMADO,2025-11-07 10:24:53
9499,KJJTXP,6,68,29E,CONFIRMADO,2025-10-15 21:24:53
9500,CP8LMO,483,68,20B,CONFIRMADO,2025-10-20 02:24:53
9501,3ECT8C,422,68,2B,CONFIRMADO,2025-10-30 06:24:53
9502,NC0VO6,399,68,12D,EMITIDO,2025-10-28 21:24:53
9503,LZVYKS,282,68,23A,EMITIDO,2025-11-06 05:24:53
9504,ZG9I5N,133,68,1B,EMITIDO,2025-11-09 10:24:53
9505,410VX6,181,68,5D,EMITIDO,2025-10-17 09:24:53
9506,0Q1EU5,407,68,2F,CONFIRMADO,2025-11-10 00:24:53
9507,KHAX4L,485,68,28D,CONFIRMADO,2025-10-24 23:24:53
9508,WK4ZT7,233,68,1D,CONFIRMADO,2025-10-18 06:24:53
9509,B5OQH6,209,68,31A,EMITIDO,2025-10-15 15:24:53
9510,139H6E,269,68,13D,CONFIRMADO,2025-10-17 03:24:53
9511,T6JKVQ,26,68,7A,EMITIDO,2025-10-22 02:24:53
9512,X2UZJD,204,68,21C,CONFIRMADO,2025-11-02 10:24:53
9513,82FD67,130,68,9A,CONFIRMADO,2025-10-17 12:24:53
9514,AV3RSF,321,68,15C,CONFIRMADO,2025-10-19 07:24:53
9515,E9CJJ9,339,68,25B,CONFIRMADO,2025-11-10 07:24:53
9516,65NFF3,300,68,11A,CONFIRMADO,2025-10-30 03:24:53
9517,NGCD80,163,68,28C,EMITIDO,2025-10-31 03:24:53
9518,9TX6CC,158,68,27A,EMITIDO,2025-10-15 12:24:53
9519,GI0MFE,380,68,8A,CONFIRMADO,2025-11-12 07:24:53
9520,6VK64R,279,68,31E,CONFIRMADO,2025-11-06 11:24:53
9521,2DCR4Q,270,68,11B,EMITIDO,2025-10-28 12:24:53
9522,7PRFS4,212,68,15B,EMITIDO,2025-10-17 23:24:53
9523,NQRYML,458,68,24E,CONFIRMADO,2025-10-21 00:24:53
9524,78TTTY,350,68,10F,CONFIRMADO,2025-11-08 00:24:53
9525,HA6SYQ,185,68,25D,CONFIRMADO,2025-10-19 07:24:53
9526,9C11VA,76,68,11E,CONFIRMADO,2025-10-28 07:24:53
9527,7GKZ4B,342,69,24A,CONFIRMADO,2025-10-17 14:24:53
9528,KKBY8X,158,69,28A,CONFIRMADO,2025-10-30 03:24:53
9529,WEM8RG,145,69,22B,CONFIRMADO,2025-10-23 01:24:53
9530,W48763,468,69,16D,EMITIDO,2025-10-30 12:24:53
9531,SSAPGT,17,69,26E,CONFIRMADO,2025-10-29 16:24:53
9532,SXIR30,422,69,21B,EMITIDO,2025-10-30 15:24:53
9533,5N8OL6,481,69,8B,CONFIRMADO,2025-11-08 17:24:53
9534,JOFH5T,452,69,28D,CONFIRMADO,2025-10-20 17:24:53
9535,Y7GMJZ,211,69,7A,CONFIRMADO,2025-11-12 10:24:53
9536,JK1NOD,142,69,20A,CONFIRMADO,2025-10-17 18:24:53
9537,GQ7IXK,374,69,10B,EMITIDO,2025-10-21 07:24:53
9538,0SRYS7,25,69,16A,CONFIRMADO,2025-10-25 23:24:53
9539,AMCV5G,318,69,26A,CONFIRMADO,2025-11-02 00:24:53
9540,6TXMVZ,106,69,21F,CONFIRMADO,2025-10-26 18:24:53
9541,BZTC1G,373,69,16B,CONFIRMADO,2025-10-21 00:24:53
9542,XMLFYI,433,69,15B,EMITIDO,2025-10-31 19:24:53
9543,LHDBXN,81,69,13A,CONFIRMADO,2025-11-06 08:24:53
9544,FPCKSV,439,69,6C,EMITIDO,2025-11-06 17:24:53
9545,UTDUMT,389,69,18B,CONFIRMADO,2025-11-02 10:24:53
9546,0G4H05,453,69,23B,CONFIRMADO,2025-10-26 23:24:53
9547,1RUSPR,88,69,7E,EMITIDO,2025-11-03 06:24:53
