id,ticket_aereo_id,codigo,emitido_en,validado
8751,9249,BP-P5T2UM-09249,2025-11-13 21:24:55,1
8752,9250,BP-JGYM3X-09250,2025-11-14 03:24:55,1
8753,9251,BP-BRQJCG-09251,2025-11-14 09:24:55,0
8754,9252,BP-6IJ6QM-09252,2025-11-15 06:24:55,1
8755,9253,BP-MSV1FO-09253,2025-11-12 03:24:55,0
8756,9254,BP-YG3VP4-09254,2025-11-14 16:24:55,0
8757,9255,BP-NV38JQ-09255,2025-11-11 17:24:55,1
8758,9256,BP-2UZ1WI-09256,2025-11-14 14:24:55,1
8759,9257,BP-BUMMC4-09257,2025-11-13 23:24:55,1
8760,9258,BP-3XA5MT-09258,2025-11-13 03:24:55,0
8761,9259,BP-0I9EMY-09259,2025-11-15 05:24:55,1
8762,9260,BP-FY39ZQ-09260,2025-11-12 13:24:55,1
8763,9261,BP-43DEOG-09261,2025-11-11 22:24:55,1
8764,9262,BP-V63SBL-09262,2025-11-13 11:24:55,1
8765,9263,BP-11M2QM-09263,2025-11-12 23:24:55,1
8766,9264,BP-HALN6J-09264,2025-11-14 02:24:55,1
8767,9265,BP-4MR5PP-09265,2025-11-13 03:24:55,1
8768,9266,BP-X3EQE3-09266,2025-11-12 12:24:55,1
8769,9267,BP-VY9W1Y-09267,2025-11-11 17:24:55,1
8770,9268,BP-EUY2HL-09268,2025-11-11 09:24:55,1
8771,9269,BP-BOYZN9-09269,2025-11-14 18:24:55,1
8772,9270,BP-YYTL40-09270,2025-11-13 21:24:55,1
8773,9271,BP-70W71N-09271,2025-11-13 05:24:55,1
8774,9272,BP-16JI45-09272,2025-11-13 02:24:55,1
8775,9273,BP-5S9ETI-09273,2025-11-14 08:24:55,1
8776,9274,BP-U8K6PL-09274,2025-11-11 18:24:55,1
8777,9275,BP-KZR4QQ-09275,2025-11-12 19:24:55,1
8778,9276,BP-G2ES3B-09276,2025-11-14 17:24:55,0
8779,9277,BP-U1B7YK-09277,2025-11-14 11:24:55,1
8780,9278,BP-JQFWJC-09278,2025-11-14 08:24:55,1
8781,9279,BP-YPY2II-09279,2025-11-12 06:24:55,0
8782,9280,BP-2ANJJ6-09280,2025-11-12 11:24:55,1
8783,9281,BP-UINFS8-09281,2025-11-11 11:24:55,1
8784,9282,BP-IQ31IZ-09282,2025-11-11 20:24:55,1
8785,9283,BP-D2STQQ-09283,2025-11-14 16:24:55,1
8786,9284,BP-IUPQDA-09284,2025-11-13 04:24:55,0
8787,9285,BP-KMBYR0-09285,2025-11-12 16:24:55,0
8788,9286,BP-XQAUA5-09286,2025-11-12 07:24:55,1
8789,9287,BP-QXJD32-09287,2025-11-15 06:24:55,1
8790,9290,BP-MVBFH0-09290,2025-11-11 10:24:55,1
8791,9292,BP-UKDFVL-09292,2025-11-13 19:24:55,1
8792,9293,BP-RMOXLN-09293,2025-11-12 23:24:55,1
8793,9294,BP-LC159X-09294,2025-11-14 01:24:55,1
8794,9295,BP-ULXVEZ-09295,2025-11-11 08:24:55,0
8795,9296,BP-JLNHEB-09296,2025-11-14 22:24:55,1
8796,9298,BP-AIHMW0-09298,2025-11-13 12:24:55,1
8797,9299,BP-48LPK3-09299,2025-11-15 07:24:55,1
8798,9300,BP-3YAI3W-09300,2025-11-13 23:24:55,1
8799,9301,BP-U9796Y-09301,2025-11-13 18:24:55,1
8800,9302,BP-D28R3D-09302,2025-11-11 11:24:55,1
8801,9303,BP-X4QP8T-09303,2025-11-12 18:24:55,1
8802,9304,BP-8SANQG-09304,2025-11-11 12:24:55,1
8803,9305,BP-9VQAI3-09305,2025-11-13 21:24:55,1
8804,9306,BP-OOJWEM-09306,2025-11-13 09:24:55,1
8805,9307,BP-GDZRYC-09307,2025-11-11 08:24:55,1
8806,9308,BP-NPM92G-09308,2025-11-11 10:24:55,0
8807,9309,BP-QC8KRJ-09309,2025-11-15 05:24:55,1
8808,9310,BP-OL4SOX-09310,2025-11-11 09:24:55,0
8809,9311,BP-4MZO6N-09311,2025-11-14 07:24:55,1
8810,9312,BP-XDQI95-09312,2025-11-13 09:24:55,1
8811,9313,BP-A61JWU-09313,2025-11-14 15:24:55,1
8812,9314,BP-26SYD4-09314,2025-11-14 03:24:55,1
8813,9315,BP-39L2A8-09315,2025-11-12 21:24:55,1
8814,9316,BP-S3X4PI-09316,2025-11-12 20:24:55,1
8815,9317,BP-EEDBUG-09317,2025-11-12 20:24:55,1
8816,9319,BP-E6274B-09319,2025-11-15 01:24:55,1
8817,9320,BP-QCTAJK-09320,2025-11-13 19:24:55,0
8818,9321,BP-3Z0496-09321,2025-11-11 16:24:55,1
8819,9322,BP-Q6O0NN-09322,2025-11-12 17:24:55,1
8820,9323,BP-ONRNLY-09323,2025-11-14 16:24:55,0
8821,9324,BP-IPCC79-09324,2025-11-15 03:24:55,0
8822,9325,BP-3I2UKL-09325,2025-11-14 17:24:55,1
8823,9326,BP-SVRQE4-09326,2025-11-13 02:24:55,1
8824,9327,BP-CTG6RZ-09327,2025-11-11 14:24:55,1
8825,9329,BP-UA5TW0-09329,2025-11-12 18:24:55,0
8826,9330,BP-MPINHB-09330,2025-11-11 12:24:55,1
8827,9331,BP-EKOS2C-09331,2025-11-12 15:24:55,1
8828,9332,BP-LQ6VTO-09332,2025-11-13 06:24:55,1
8829,9333,BP-SL77YP-09333,2025-11-13 06:24:55,1
8830,9334,BP-8UKU4E-09334,2025-11-14 05:24:55,1
8831,9335,BP-AWM5PE-09335,2025-11-13 20:24:55,1
8832,9336,BP-MFG1MY-09336,2025-11-12 08:24:55,1
8833,9337,BP-7NHUO7-09337,2025-11-13 06:24:55,1
8834,9338,BP-5N6W1N-09338,2025-11-15 00:24:55,1
8835,9339,BP-UXJ68F-09339,2025-11-14 07:24:55,1
8836,9340,BP-22BHGF-09340,2025-11-15 06:24:55,1
8837,9341,BP-LGZG5S-09341,2025-11-14 10:24:55,1
8838,9342,BP-2QUN6Q-09342,2025-11-11 19:24:55,0
8839,9343,BP-WUFT17-09343,2025-11-14 18:24:55,1
8840,9344,BP-WE2A7Z-09344,2025-11-11 18:24:55,1
8841,9346,BP-E1XQ76-09346,2025-11-13 23:24:55,1
8842,9347,BP-N72Y1C-09347,2025-11-11 23:24:55,0
8843,9348,BP-TWR575-09348,2025-11-12 01:24:55,1
8844,9349,BP-BO3H7M-09349,2025-11-12 03:24:55,1
8845,9350,BP-JAXY64-09350,2025-11-12 10:24:55,1
8846,9351,BP-67IBOJ-09351,2025-11-12 03:24:55,1
8847,9352,BP-WRYL5L-09352,2025-11-14 09:24:55,1
8848,9353,BP-CLWDQJ-09353,2025-11-13 08:24:55,1
8849,9355,BP-55WTLG-09355,2025-11-12 17:24:55,1
8850,9356,BP-ODXA5N-09356,2025-11-13 03:24:55,0
8851,9357,BP-SPV5T0-09357,2025-11-11 20:24:55,1
8852,9358,BP-KRR7IW-09358,2025-11-14 12:24:55,0
8853,9359,BP-HDPR4Q-09359,2025-11-13 08:24:55,1
8854,9360,BP-U571CI-09360,2025-11-14 02:24:55,1
8855,9361,BP-LMK710-09361,2025-11-11 08:24:55,1
8856,9362,BP-Q1N8FS-09362,2025-11-14 12:24:55,1
8857,9363,BP-NXIH65-09363,2025-11-14 12:24:55,1
8858,9364,BP-Y1B3XS-09364,2025-11-13 03:24:55,1
8859,9365,BP-NLCGAM-09365,2025-11-15 03:24:55,1
8860,9366,BP-3UHWXH-09366,2025-11-11 10:24:55,1
8861,9367,BP-TT6YHP-09367,2025-11-14 04:24:55,1
8862,9368,BP-CC7BT4-09368,2025-11-14 23:24:55,1
8863,9369,BP-DZQXMQ-09369,2025-11-15 05:24:55,1
8864,9372,BP-GVS2XE-09372,2025-11-12 17:24:55,1
8865,9373,BP-Q2F9SX-09373,2025-11-13 19:24:55,1
8866,9374,BP-FDYA8F-09374,2025-11-12 03:24:55,0
8867,9375,BP-5ZUT1A-09375,2025-11-11 08:24:55,0
8868,9376,BP-0QEFZV-09376,2025-11-14 16:24:55,1
8869,9377,BP-COCMPY-09377,2025-11-12 19:24:55,1
8870,9378,BP-1B21SN-09378,2025-11-14 11:24:55,1
8871,9379,BP-XACBW5-09379,2025-11-12 17:24:55,1
8872,9380,BP-T2Y6IH-09380,2025-11-13 12:24:55,0
8873,9381,BP-AYXJXD-09381,2025-11-15 00:24:55,1
8874,9382,BP-LEX6NH-09382,2025-11-13 12:24:55,1
8875,9383,BP-NJV9SH-09383,2025-11-15 04:24:55,0
8876,9384,BP-I16CY0-09384,2025-11-11 10:24:55,1
8877,9385,BP-GQCVE9-09385,2025-11-13 20:24:55,1
8878,9386,BP-HJPRHU-09386,2025-11-11 08:24:55,1
8879,9387,BP-I4FGBO-09387,2025-11-11 08:24:55,1
8880,9388,BP-6OLCMV-09388,2025-11-11 11:24:55,1
8881,9389,BP-5E0BBD-09389,2025-11-14 02:24:55,1
8882,9391,BP-8HQGQB-09391,2025-11-13 20:24:55,0
8883,9392,BP-7YE7DO-09392,2025-11-12 16:24:55,1
8884,9393,BP-4TGSX1-09393,2025-11-14 13:24:55,1
8885,9394,BP-K1Y2B0-09394,2025-11-14 19:24:55,1
8886,9395,BP-D66EUM-09395,2025-11-13 03:24:55,0
8887,9396,BP-DYZNRQ-09396,2025-11-14 17:24:55,0
8888,9397,BP-L4X0QV-09397,2025-11-14 14:24:55,1
8889,9398,BP-WRFZ71-09398,2025-11-14 02:24:55,1
8890,9399,BP-L1AQ7B-09399,2025-11-12 16:24:55,1
8891,9401,BP-JNF4TY-09401,2025-11-13 05:24:55,1
8892,9402,BP-93EFXG-09402,2025-11-13 20:24:55,1
8893,9404,BP-V31D7G-09404,2025-11-12 08:24:55,1
8894,9405,BP-8Z56QN-09405,2025-11-14 13:24:55,1
8895,9406,BP-A4MTZ2-09406,2025-11-11 13:24:55,1
8896,9407,BP-XJF5QP-09407,2025-11-11 22:24:55,1
8897,9408,BP-FSFXQE-09408,2025-11-11 08:24:55,1
8898,9409,BP-FDBQ7K-09409,2025-11-13 15:24:55,1
8899,9410,BP-QYY1VM-09410,2025-11-13 14:24:55,1
8900,9412,BP-KN2IZL-09412,2025-11-12 09:24:55,1
8901,9413,BP-7H1NMK-09413,2025-11-15 03:24:55,1
8902,9414,BP-DUUFF3-09414,2025-11-12 19:24:55,1
8903,9416,BP-EBX9K0-09416,2025-11-13 09:24:55,0
8904,9417,BP-J4W7F0-09417,2025-11-11 23:24:55,1
8905,9418,BP-I486PQ-09418,2025-11-14 14:24:55,0
8906,9419,BP-ADXP06-09419,2025-11-12 07:24:55,0
8907,9420,BP-9L6AI5-09420,2025-11-14 23:24:55,0
8908,9421,BP-HCYUBQ-09421,2025-11-13 16:24:55,0
8909,9422,BP-F7SEOK-09422,2025-11-15 03:24:55,1
8910,9423,BP-CANHI4-09423,2025-11-11 09:24:55,1
8911,9424,BP-8ADEM8-09424,2025-11-13 03:24:55,0
8912,9426,BP-NPIQF3-09426,2025-11-13 22:24:55,1
8913,9427,BP-TS1XYU-09427,2025-11-14 03:24:55,1
8914,9428,BP-67VJU6-09428,2025-11-13 12:24:55,1
8915,9429,BP-JB1KQT-09429,2025-11-14 11:24:55,1
8916,9430,BP-HEQT8P-09430,2025-11-11 09:24:55,1
8917,9431,BP-J93MDA-09431,2025-11-13 06:24:55,1
8918,9432,BP-TD0RFH-09432,2025-11-14 12:24:55,1
8919,9433,BP-WFFHO2-09433,2025-11-13 10:24:55,0
8920,9434,BP-POKG0F-09434,2025-11-15 06:24:55,1
8921,9435,BP-EDCR8S-09435,2025-11-11 15:24:55,1
8922,9436,BP-DF5W8C-09436,2025-11-15 06:24:55,1
8923,9437,BP-G93LOU-09437,2025-11-12 20:24:55,1
8924,9438,BP-CIDNWH-09438,2025-11-11 18:24:55,0
8925,9439,BP-LH3KDO-09439,2025-11-15 01:24:55,1
8926,9440,BP-MMBZM9-09440,2025-11-15 02:24:55,1
8927,9441,BP-9UKPR3-09441,2025-11-15 01:24:55,0
8928,9442,BP-35JYTQ-09442,2025-11-12 02:24:55,1
8929,9443,BP-PFJGGM-09443,2025-11-13 23:24:55,1
8930,9444,BP-FSCNZR-09444,2025-11-13 06:24:55,1
8931,9445,BP-7TL5H5-09445,2025-11-11 16:24:55,0
8932,9446,BP-IJ1IU0-09446,2025-11-12 08:24:55,1
8933,9448,BP-98F0WJ-09448,2025-11-14 13:24:55,1
8934,9449,BP-YTSWIP-09449,2025-11-15 03:24:55,1
8935,9450,BP-EXM2DH-09450,2025-11-11 18:24:55,1
8936,9452,BP-P4T1RD-09452,2025-11-15 06:24:55,1
8937,9453,BP-0ZLSQR-09453,2025-11-14 05:24:55,1
8938,9454,BP-MXDH3C-09454,2025-11-11 21:24:55,1
8939,9455,BP-X4JGWS-09455,2025-11-13 02:24:55,1
8940,9456,BP-J7H5XM-09456,2025-11-14 04:24:55,1
8941,9458,BP-LP59QZ-09458,2025-11-12 17:24:55,1
8942,9459,BP-WINYE0-09459,2025-11-13 17:24:55,0
8943,9460,BP-P0JGJZ-09460,2025-11-12 02:24:55,1
8944,9462,BP-MUI4PM-09462,2025-11-12 19:24:55,1
8945,9463,BP-0V5DNR-09463,2025-11-11 18:24:55,1
8946,9464,BP-FHND5Q-09464,2025-11-14 13:24:55,1
8947,9466,BP-ETEJ7T-09466,2025-11-14 12:24:55,1
8948,9467,BP-EBN7KM-09467,2025-11-13 02:24:55,1
8949,9468,BP-N0GPC7-09468,2025-11-12 00:24:55,1
8950,9469,BP-8PX11H-09469,2025-11-11 10:24:55,0
8951,9470,BP-I40YJK-09470,2025-11-12 02:24:55,1
8952,9471,BP-T0FAGH-09471,2025-11-12 20:24:55,1
8953,9472,BP-K199FX-09472,2025-11-14 17:24:55,1
8954,9473,BP-I4J1YX-09473,2025-11-12 20:24:55,1
8955,9474,BP-FAMEM9-09474,2025-11-13 22:24:55,1
8956,9476,BP-LJIIP5-09476,2025-11-14 21:24:55,1
8957,9477,BP-RPOAI2-09477,2025-11-13 19:24:55,0
8958,9478,BP-3F54BG-09478,2025-11-12 02:24:55,0
8959,9479,BP-38HZ9H-09479,2025-11-13 06:24:55,1
8960,9480,BP-B20S4X-09480,2025-11-14 03:24:55,0
8961,9481,BP-A4M4OF-09481,2025-11-11 10:24:55,1
8962,9482,BP-FUXV5H-09482,2025-11-13 08:24:55,1
8963,9483,BP-0ENL0Z-09483,2025-11-11 19:24:55,1
8964,9484,BP-3PVQBZ-09484,2025-11-14 19:24:55,1
8965,9485,BP-V45JTG-09485,2025-11-13 12:24:55,1
8966,9486,BP-XC5L0M-09486,2025-11-15 07:24:55,0
8967,9487,BP-VC1GXT-09487,2025-11-15 01:24:55,1
8968,9488,BP-LLV5T1-09488,2025-11-11 22:24:55,1
8969,9489,BP-9UR6BS-09489,2025-11-14 18:24:55,1
8970,9491,BP-OOMX2A-09491,2025-11-12 08:24:55,1
8971,9492,BP-XYD7C4-09492,2025-11-11 08:24:55,1
8972,9493,BP-E41INS-09493,2025-11-11 10:24:55,1
8973,9494,BP-1VNF7C-09494,2025-11-14 05:24:55,1
8974,9495,BP-AQKH1Y-09495,2025-11-15 01:24:55,0
8975,9496,BP-OJL6W9-09496,2025-11-11 15:24:55,0
8976,9497,BP-M4V9DI-09497,2025-11-15 07:24:55,1
8977,9498,BP-8GUSUK-09498,2025-11-12 01:24:55,1
8978,9499,BP-KJJTXP-09499,2025-11-14 23:24:55,1
8979,9500,BP-CP8LMO-09500,2025-11-11 23:24:55,0
8980,9501,BP-3ECT8C-09501,2025-11-15 07:24:55,1
8981,9502,BP-NC0VO6-09502,2025-11-13 18:24:55,1
8982,9503,BP-LZVYKS-09503,2025-11-11 18:24:55,1
8983,9504,BP-ZG9I5N-09504,2025-11-14 21:24:55,1
8984,9505,BP-410VX6-09505,2025-11-11 17:24:55,1
8985,9506,BP-0Q1EU5-09506,2025-11-11 22:24:55,1
8986,9507,BP-KHAX4L-09507,2025-11-14 20:24:55,1
8987,9508,BP-WK4ZT7-09508,2025-11-14 02:24:55,0
8988,9509,BP-B5OQH6-09509,2025-11-14 07:24:55,1
8989,9510,BP-139H6E-09510,2025-11-14 17:24:55,0
8990,9511,BP-T6JKVQ-09511,2025-11-11 11:24:55,1
8991,9512,BP-X2UZJD-09512,2025-11-14 14:24:55,1
8992,9513,BP-82FD67-09513,2025-11-14 10:24:55,1
8993,9514,BP-AV3RSF-09514,2025-11-13 06:24:55,1
8994,9515,BP-E9CJJ9-09515,2025-11-14 21:24:55,0
8995,9516,BP-65NFF3-09516,2025-11-14 12:24:55,1
8996,9517,BP-NGCD80-09517,2025-11-14 15:24:55,1
8997,9518,BP-9TX6CC-09518,2025-11-14 12:24:55,0
8998,9519,BP-GI0MFE-09519,2025-11-12 19:24:55,1
8999,9520,BP-6VK64R-09520,2025-11-12 15:24:55,1
9000,9521,BP-2DCR4Q-09521,2025-11-12 15:24:55,1
9001,9522,BP-7PRFS4-09522,2025-11-13 10:24:55,0
9002,9523,BP-NQRYML-09523,2025-11-11 14:24:55,0
9003,9524,BP-78TTTY-09524,2025-11-14 04:24:55,1
9004,9525,BP-HA6SYQ-09525,2025-11-12 23:24:55,1
9005,9526,BP-9C11VA-09526,2025-11-13 12:24:55,1
9006,9527,BP-7GKZ4B-09527,2025-11-12 19:24:55,0
9007,9528,BP-KKBY8X-09528,2025-11-13 09:24:55,1
9008,9529,BP-WEM8RG-09529,2025-11-12 15:24:55,0
9009,9530,BP-W48763-09530,2025-11-13 08:24:55,1
9010,9531,BP-SSAPGT-09531,2025-11-14 17:24:55,0
9011,9532,BP-SXIR30-09532,2025-11-12 23:24:55,1
9012,9533,BP-5N8OL6-09533,2025-11-11 21:24:55,1
9013,9534,BP-JOFH5T-09534,2025-11-11 22:24:55,1
9014,9535,BP-Y7GMJZ-09535,2025-11-14 20:24:55,0
9015,9536,BP-JK1NOD-09536,2025-11-12 16:24:55,1
9016,9537,BP-GQ7IXK-09537,2025-11-11 11:24:55,1
9017,9538,BP-0SRYS7-09538,2025-11-13 16:24:55,0
9018,9539,BP-AMCV5G-09539,2025-11-15 06:24:55,1
9019,9540,BP-6TXMVZ-09540,2025-11-15 04:24:55,1
9020,9541,BP-BZTC1G-09541,2025-11-14 09:24:55,1
9021,9542,BP-XMLFYI-09542,2025-11-12 09:24:55,1
9022,9543,BP-LHDBXN-09543,2025-11-11 09:24:55,1
9023,9544,BP-FPCKSV-09544,2025-11-15 05:24:55,1
9024,9545,BP-UTDUMT-09545,2025-11-15 00:24:55,1
9025,9546,BP-0G4H05-09546,2025-11-14 13:24:55,1
9026,9547,BP-1RUSPR-09547,2025-11-11 18:24:55,1
9027,9548,BP-R55MOI-09548,2025-11-14 19:24:55,1
9028,9549,BP-YALFB4-09549,2025-11-13 07:24:55,1
9029,9550,BP-0MVIQV-09550,2025-11-14 00:24:55,1
9030,9551,BP-06M5VG-09551,2025-11-14 11:24:55,1
9031,9552,BP-KR8RH7-09552,2025-11-14 09:24:55,1
9032,9553,BP-Q3MYUQ-09553,2025-11-14 08:24:55,1
9033,9554,BP-G2ZFCF-09554,2025-11-12 19:24:55,1
9034,9555,BP-0NAS3G-09555,2025-11-14 04:24:55,1
9035,9556,BP-8ZWW2Z-09556,2025-11-13 20:24:55,1
9036,9557,BP-G3Z346-09557,2025-11-14 09:24:55,1
9037,9558,BP-54OBH6-09558,2025-11-13 06:24:55,0
9038,9559,BP-4YVCMP-09559,2025-11-11 11:24:55,1
9039,9560,BP-M4B9AO-09560,2025-11-11 11:24:55,1
9040,9561,BP-Q96CGJ-09561,2025-11-15 00:24:55,1
9041,9562,BP-62IGRN-09562,2025-11-12 00:24:55,1
9042,9563,BP-ONF8RB-09563,2025-11-12 07:24:55,1
9043,9564,BP-XG03PR-09564,2025-11-15 07:24:55,0
9044,9565,BP-VLKVTQ-09565,2025-11-14 10:24:55,1
9045,9566,BP-ZTQP8Y-09566,2025-11-12 17:24:55,1
9046,9567,BP-Z6159N-09567,2025-11-14 20:24:55,1
9047,9568,BP-ROYFW2-09568,2025-11-14 15:24:55,1
9048,9569,BP-E9AJN4-09569,2025-11-12 21:24:55,0
9049,9571,BP-0PPM5K-09571,2025-11-13 13:24:55,1
9050,9572,BP-0WJMMI-09572,2025-11-14 19:24:55,1
9051,9573,BP-ZOZZZ6-09573,2025-11-11 16:24:55,1
9052,9574,BP-JPNCJX-09574,2025-11-14 04:24:55,1
9053,9575,BP-RGEIXI-09575,2025-11-13 21:24:55,0
9054,9576,BP-011PX3-09576,2025-11-13 00:24:55,0
9055,9577,BP-NWL7GI-09577,2025-11-14 23:24:55,1
9056,9578,BP-LWVI5W-09578,2025-11-12 12:24:55,1
9057,9579,BP-0ML723-09579,2025-11-13 22:24:55,1
9058,9580,BP-QXJJ00-09580,2025-11-11 22:24:55,1
9059,9581,BP-L8JGY9-09581,2025-11-12 22:24:55,0
9060,9582,BP-HOQ4WQ-09582,2025-11-13 05:24:55,1
9061,9583,BP-FVLAFQ-09583,2025-11-12 09:24:55,1
9062,9584,BP-QP1WYV-09584,2025-11-12 04:24:55,1
9063,9585,BP-6SJ4UD-09585,2025-11-15 05:24:55,1
9064,9587,BP-Y03RPI-09587,2025-11-14 06:24:55,1
9065,9588,BP-E5LD1Y-09588,2025-11-14 09:24:55,0
9066,9589,BP-O03ZQK-09589,2025-11-15 05:24:55,1
9067,9590,BP-DCPI4C-09590,2025-11-12 15:24:55,0
9068,9591,BP-TP2B7R-09591,2025-11-12 16:24:55,1
9069,9592,BP-VF7EWH-09592,2025-11-15 05:24:55,1
9070,9593,BP-HXG1H4-09593,2025-11-12 01:24:55,1
9071,9594,BP-64MSA7-09594,2025-11-14 16:24:55,1
9072,9595,BP-X9QTOY-09595,2025-11-14 00:24:55,1
9073,9596,BP-9JMIER-09596,2025-11-14 15:24:55,1
9074,9597,BP-XESENV-09597,2025-11-13 02:24:55,1
9075,9598,BP-UPKTBL-09598,2025-11-12 23:24:55,1
9076,9599,BP-3CE4EG-09599,2025-11-12 15:24:55,0
9077,9600,BP-BR9021-09600,2025-11-12 13:24:55,1
9078,9601,BP-SNDH8D-09601,2025-11-15 05:24:55,1
9079,9602,BP-5ID7FF-09602,2025-11-14 03:24:55,1
9080,9603,BP-HGTCIR-09603,2025-11-14 12:24:55,1
9081,9604,BP-GV2080-09604,2025-11-13 20:24:55,0
9082,9605,BP-BVPZB5-09605,2025-11-11 11:24:55,1
9083,9607,BP-EUPFN7-09607,2025-11-11 13:24:55,1
9084,9608,BP-2RXCT3-09608,2025-11-12 04:24:55,0
9085,9609,BP-4LL740-09609,2025-11-14 16:24:55,1
9086,9610,BP-NNQ0WT-09610,2025-11-11 14:24:55,1
9087,9611,BP-KM6NJL-09611,2025-11-13 00:24:55,1
9088,9612,BP-MM8555-09612,2025-11-11 18:24:55,1
9089,9613,BP-9ZRRQH-09613,2025-11-12 05:24:55,1
9090,9614,BP-3VXFUP-09614,2025-11-12 03:24:55,1
9091,9615,BP-PV3NQR-09615,2025-11-14 12:24:55,1
9092,9616,BP-PTUERE-09616,2025-11-14 07:24:55,0
9093,9618,BP-DAWHM9-09618,2025-11-14 04:24:55,1
9094,9619,BP-MIHJOX-09619,2025-11-11 10:24:55,0
9095,9620,BP-FA8E3D-09620,2025-11-12 13:24:55,1
9096,9621,BP-298ZX3-09621,2025-11-14 08:24:55,1
9097,9622,BP-QQ7FRE-09622,2025-11-13 15:24:55,0
9098,9623,BP-XHNBCG-09623,2025-11-13 06:24:55,1
9099,9624,BP-76UT7G-09624,2025-11-14 16:24:55,1
9100,9625,BP-HPREJO-09625,2025-11-11 12:24:55,1
9101,9626,BP-5R5XRB-09626,2025-11-14 21:24:55,1
9102,9627,BP-33SROU-09627,2025-11-11 17:24:55,1
9103,9628,BP-Z4H7EG-09628,2025-11-11 11:24:55,1
9104,9629,BP-UJY778-09629,2025-11-11 20:24:55,1
9105,9630,BP-AVFAA8-09630,2025-11-12 19:24:55,1
9106,9631,BP-8CP3ZG-09631,2025-11-13 12:24:55,0
9107,9632,BP-RQSCG8-09632,2025-11-13 09:24:55,1
9108,9633,BP-B25ZEC-09633,2025-11-15 01:24:55,1
9109,9634,BP-1A36M7-09634,2025-11-13 14:24:55,1
9110,9635,BP-ISEUVD-09635,2025-11-12 08:24:55,0
9111,9636,BP-PL5HR3-09636,2025-11-12 07:24:55,0
9112,9637,BP-QXZ0SN-09637,2025-11-12 05:24:55,1
9113,9638,BP-6KWIU8-09638,2025-11-15 00:24:55,0
9114,9639,BP-UUMT9W-09639,2025-11-13 15:24:55,1
9115,9640,BP-1FG6LY-09640,2025-11-14 00:24:55,1
9116,9641,BP-7HYWN7-09641,2025-11-11 17:24:55,1
9117,9642,BP-V6L80H-09642,2025-11-14 04:24:55,1
9118,9643,BP-KZB4RH-09643,2025-11-12 05:24:55,0
9119,9644,BP-TKT3V6-09644,2025-11-14 09:24:55,1
9120,9645,BP-DP70EK-09645,2025-11-15 07:24:55,0
9121,9646,BP-C7QRHL-09646,2025-11-12 14:24:55,1
9122,9647,BP-ZXVB18-09647,2025-11-11 15:24:55,0
9123,9648,BP-S8GJ6Y-09648,2025-11-12 04:24:55,0
9124,9649,BP-WJWXXF-09649,2025-11-14 16:24:55,1
9125,9651,BP-6WXGYU-09651,2025-11-13 16:24:55,1
9126,9652,BP-36CX2B-09652,2025-11-13 04:24:55,1
9127,9653,BP-KU5ZL7-09653,2025-11-12 09:24:55,1
9128,9655,BP-EC356P-09655,2025-11-12 13:24:55,0
9129,9656,BP-M82JZT-09656,2025-11-13 06:24:55,0
9130,9657,BP-O1MZ2F-09657,2025-11-13 01:24:55,1
9131,9658,BP-JOOHQE-09658,2025-11-14 22:24:55,0
9132,9659,BP-5XCTKM-09659,2025-11-12 19:24:55,1
9133,9660,BP-T40UBO-09660,2025-11-12 08:24:55,0
9134,9661,BP-07FJSI-09661,2025-11-13 19:24:55,0
9135,9662,BP-0R7814-09662,2025-11-13 22:24:55,1
9136,9663,BP-1TVDJF-09663,2025-11-11 14:24:55,1
9137,9664,BP-MVWKUH-09664,2025-11-11 20:24:55,1
9138,9665,BP-L24DMV-09665,2025-11-14 23:24:55,1
9139,9666,BP-66QQGC-09666,2025-11-11 22:24:55,1
9140,9667,BP-WGL90X-09667,2025-11-11 20:24:55,1
9141,9668,BP-N6RG58-09668,2025-11-13 16:24:55,1
9142,9669,BP-DNJU0C-09669,2025-11-11 12:24:55,1
9143,9670,BP-S98ZQK-09670,2025-11-11 23:24:55,1
9144,9671,BP-AZO5US-09671,2025-11-13 07:24:55,1
9145,9672,BP-YTVL3V-09672,2025-11-13 11:24:55,1
9146,9674,BP-NGTB5O-09674,2025-11-14 07:24:55,0
9147,9675,BP-QHMVPZ-09675,2025-11-13 11:24:55,1
9148,9676,BP-E5Z4GC-09676,2025-11-15 00:24:55,1
9149,9677,BP-BL4PXN-09677,2025-11-11 13:24:55,1
9150,9678,BP-72VM55-09678,2025-11-12 19:24:55,1
9151,9679,BP-FCELOI-09679,2025-11-11 09:24:55,1
9152,9680,BP-FYI7V1-09680,2025-11-14 04:24:55,1
9153,9681,BP-K3BLNM-09681,2025-11-13 07:24:55,1
9154,9682,BP-4QSA63-09682,2025-11-13 12:24:55,1
9155,9683,BP-KVXHN4-09683,2025-11-14 04:24:55,1
9156,9684,BP-DMIKMV-09684,2025-11-12 23:24:55,1
9157,9685,BP-6214MG-09685,2025-11-12 13:24:55,0
9158,9686,BP-SH9R1C-09686,2025-11-14 17:24:55,1
9159,9687,BP-L79IUM-09687,2025-11-13 20:24:55,0
9160,9688,BP-J7KKSQ-09688,2025-11-14 17:24:55,0
9161,9689,BP-6MO4UL-09689,2025-11-12 21:24:55,1
9162,9690,BP-VDFU9L-09690,2025-11-13 13:24:55,0
